office,town,candidate,party,votes,vote_percent
First Selectman,Brooklyn,AJ Kerouac,R,108,42.02%
Board of Selectmen,Brooklyn,Lucien Brodeur,R,147,57.20%
Board of Selectmen,Brooklyn,Wayne Jolley,R,110,42.80%
Selectmen,Colchester,David J Gesiak,R,263,23.42%
Selectmen,Colchester,Denise Q. Mizla,R,362,32.24%
Selectmen,Colchester,Taras W Rudko,R,305,27.16%
Selectmen,Colchester,Stanley F. Soby,R,193,17.19%
Town Treasurer,Colchester,Steven A. Schuster,R,224,51.26%
Town Treasurer,Colchester,Brenden M. Healy,R,213,48.74%
Mayor,East Haven,"""Big"" Steve Tracey",R,727,61.87%
Mayor,East Haven,Salvatore R. Maltese,R,448,38.13%
Town Council IV,East Haven,Bob Cubellotti,R,100,20.75%
Town Council IV,East Haven,Linda Hennessey,R,137,28.42%
Town Council IV,East Haven,Robert Ranfone,R,119,24.69%
Town Council IV,East Haven,Samantha Parlato,R,126,26.14%
First Selectman,Killingworth,Francesco Lulaj,R,409,81.64%
First Selectman,Killingworth,Robert P. Sassi,R,92,18.36%
Selectmen,Killingworth,Eileen Blewett,R,377,44.15%
Selectmen,Killingworth,Nancy Gorski,R,351,41.10%
Selectmen,Killingworth,John A. Samperi,R,126,14.75%
Board of Finance,Killingworth,Andrew J. O'Neill,R,393,42.35%
Board of Finance,Killingworth,Leo J. Bombalicki Jr.,R,200,21.55%
Board of Finance,Killingworth,John F. Psenicnik,R,204,21.98%
Board of Finance,Killingworth,Marcella O. Sassi,R,131,14.12%
First Selectman,Plainfield,Victoria Z. Meyer,R,149,37.82%
First Selectman,Plainfield,Kevin M. Cunningham,R,245,62.18%
Selectman,Plainfield,Travis Arvid Palonen,R,179,45.55%
Selectman,Plainfield,Arthur W Gagne,R,214,54.45%
Town Council,Plainville,Ty Cox,R,240,16.62%
Town Council,Plainville,Katherine M Pugliese,R,271,18.77%
Town Council,Plainville,Jacob Rocco,R,246,17.04%
Town Council,Plainville,Deb Tompkins,R,267,18.49%
Town Council,Plainville,David Underwood,R,287,19.88%
Town Council,Plainville,Nicole Palmieri,R,133,9.21%
Board of Education to Fill Vacancy for Two Years,Plainville,Rachel Childress Buchanan,R,181,57.10%
Board of Education to Fill Vacancy for Two Years,Plainville,Lori Consalvo,R,136,42.90%
First Selectman,Preston,Edward N. Gauthier,R,50,33.56%
First Selectman,Preston,"Gregory S. Moran, Sr.",R,99,66.44%
Board of Education,Ridgefield,Robert Ceccarini,R,311,17.24%
Board of Education,Ridgefield,Elizabeth Floegel,R,330,18.29%
Board of Education,Ridgefield,Sean McEvoy,R,325,18.02%
Board of Education,Ridgefield,Rachel Ruggeri,R,341,18.90%
Board of Education,Ridgefield,Darrin McGuire,R,174,9.65%
Board of Education,Ridgefield,Bryan P. Ward,R,323,17.90%
BOARD OF ALDERMEN-SECOND WARD,Shelton,Stanley J. Kudej,R,363,40.42%
BOARD OF ALDERMEN-SECOND WARD,Shelton,Eric J. McPherson,R,379,42.20%
BOARD OF ALDERMEN-SECOND WARD,Shelton,Michael A. Gaydos,R,156,17.37%
BOARD OF ALDERMEN-THIRD WARD,Shelton,"John F. Anglace, Jr.",R,472,35.25%
BOARD OF ALDERMEN-THIRD WARD,Shelton,Cris S. Balamaci,R,412,30.77%
BOARD OF ALDERMEN-THIRD WARD,Shelton,Peter J. Squitieri,R,216,16.13%
BOARD OF ALDERMEN-THIRD WARD,Shelton,Gregory S. Tetro,R,239,17.85%
BOARD OF ALDERMEN-FOURTH WARD,Shelton,James M. Capra,R,318,28.47%
BOARD OF ALDERMEN-FOURTH WARD,Shelton,Noreen M. McGorty,R,475,42.52%
BOARD OF ALDERMEN-FOURTH WARD,Shelton,"Bernard J. Simons, Jr.",R,324,29.01%
BOARD OF EDUCATION,Shelton,John K. Fitzgerald,R,1688,9.13%
BOARD OF EDUCATION,Shelton,James E. Orazietti,R,1754,9.49%
BOARD OF EDUCATION,Shelton,Ruth Parkins,R,1584,8.57%
BOARD OF EDUCATION,Shelton,"Benjamin W. Perry, Jr.",R,1742,9.42%
BOARD OF EDUCATION,Shelton,Darlisa P. Ritter,R,1777,9.61%
BOARD OF EDUCATION,Shelton,Carl M. Rizzo,R,1784,9.65%
BOARD OF EDUCATION,Shelton,Amy Romano,R,1822,9.85%
BOARD OF EDUCATION,Shelton,"Don C. Stanziale, Jr.",R,1728,9.35%
BOARD OF EDUCATION,Shelton,Kathleen T. Yolish,R,1817,9.83%
BOARD OF EDUCATION,Shelton,Anne H. Gaydos,R,927,5.01%
BOARD OF EDUCATION,Shelton,Mark S. Holden,R,892,4.82%
BOARD OF EDUCATION,Shelton,Thomas R. Minotti,R,975,5.27%
PLANNING & ZONING COMMISSION,Shelton,Virginia Harger,R,1605,25.76%
PLANNING & ZONING COMMISSION,Shelton,"Charles L. Kelly, III",R,1777,28.52%
PLANNING & ZONING COMMISSION,Shelton,Ned Miller,R,1796,28.83%
PLANNING & ZONING COMMISSION,Shelton,Chris Jones,R,1052,16.89%
First Selectman,Somers,Bud Knorr,R,437,75.74%
First Selectman,Somers,Linda Louise LaCasse,R,140,24.26%
First Selectman,Southbury,Jennifer Naylor,R,682,38.31%
First Selectman,Southbury,Jeffrey A. Manville,R,1098,61.69%
First Selectman,Voluntown,Tracey Hanson,R,124,62.00%
First Selectman,Voluntown,Skart Paul,R,76,38.00%
Mayor,West Haven,Michele P Gregorio,R,439,61.14%
Mayor,West Haven,Steven R Mullins,R,279,38.86%
