office,town,candidate,party,votes,vote_percent
First Selectman,statewide,Christian Noe,PC,24,0.70%
Board of Finance Full Term,statewide,Christopher D. Skoczen,D,0,0.00%
Board of Finance Full Term,statewide,John Mitola,D,0,0.00%
Board of Finance Full Term,statewide,Christopher DeWitt,R,0,0.00%
Board of Finance Full Term,statewide,Tom Flynn,R,0,0.00%
First Selectman,statewide,Wade E. Cole,D,264,100.00%
First Selectman,statewide,Kevin DeRoehn,D,396,41.64%
First Selectman,statewide,Thomas Weik,R,555,58.36%
First Selectman,statewide,Daniel Rosenthal,D,3874,59.26%
First Selectman,statewide,William F.L. Rodgers,R,2471,37.80%
First Selectman,statewide,Andrew Clure,PC,192,2.94%
First Selectman,statewide,Matthew T. Riiska,D,432,76.06%
First Selectman,statewide,William Reudgen,R,136,23.94%
First Selectman,statewide,Susan J Clayton,D,213,28.74%
First Selectman,statewide,Charles P Perotti,R,528,71.26%
Mayor,statewide,Harry W. Rilling,WF,307,2.14%
Mayor,statewide,Harry W. Rilling,D,7627,53.28%
Mayor,statewide,Andrew T. Conroy,R,2201,15.38%
Mayor,statewide,Lisa Brinton,PC,3264,22.80%
Mayor,statewide,Bruce V. Morris,PC,915,6.39%
First Selectman,statewide,Daniel J Reale,LI,211,7.72%
First Selectman,statewide,Cathy M Tendrich,D,1261,46.14%
First Selectman,statewide,Vickie Meyer,R,980,35.86%
First Selectman,statewide,Kevin Cunningham,WI,281,10.28%
First Selectman,statewide,Barbara Henry,D,195,50.78%
First Selectman,statewide,Barbara Henry,R,189,49.22%
First Selectman,statewide,Noel Bishop,R,1004,70.90%
First Selectman,statewide,Colin D. Bennett,PC,269,19.00%
First Selectman,statewide,Ben Liberatore,WI,143,10.10%
First Selectman,statewide,George Andrew Marco,ASP,439,32.45%
First Selectman,statewide,Ericka G. Wiecenski,D,584,43.16%
First Selectman,statewide,Frederick A. Schoen,R,330,24.39%
First Selectman & Selectman,statewide,Melissa Kane & Rob Simmelkjaer,D,3754,44.56%
First Selectman & Selectman,statewide,Jim Marpe & Jennifer Tooker,R,4209,49.96%
First Selectman & Selectman,statewide,John F. Suggs,PC,433,5.14%
First Selectman & Selectman,statewide,Timothy J. Elgin,PC,29,0.34%
Town Council,statewide,Dee Dee Martin,D,2134,7.88%
Town Council,statewide,Jen Aguilar,D,2216,8.18%
Town Council,statewide,Patrick Carleton,D,1740,6.42%
Town Council,statewide,Andy Greenawalt,D,1793,6.62%
Town Council,statewide,Jason Maur,D,1955,7.22%
Town Council,statewide,Thesesa Oleyar,D,1836,6.78%
Town Council,statewide,Frank Lieto,R,2519,9.30%
Town Council,statewide,Enid Lipeles,R,2723,10.05%
Town Council,statewide,Kevin Reid,R,2517,9.29%
Town Council,statewide,Dennis Condon,R,2596,9.58%
Town Council,statewide,Terry Rooney,R,2463,9.09%
Town Council,statewide,Sean O'Rourke,R,2596,9.58%
Board of Directors,statewide,Yolanda Castillo,D,4625,9.16%
Board of Directors,statewide,Pamela Floyd-Cranford,D,4441,8.80%
Board of Directors,statewide,Steve Gates,D,4741,9.39%
Board of Directors,statewide,"Margaret ""Peg"" Hackett",D,5031,9.97%
Board of Directors,statewide,Sarah L. Jones,D,4689,9.29%
Board of Directors,statewide,Jay Moran,D,5673,11.24%
Board of Directors,statewide,Tim Devanney,R,4328,8.58%
Board of Directors,statewide,Cheri Pelletier Eckbreth,R,3592,7.12%
Board of Directors,statewide,Matthew Galligan,R,3595,7.12%
Board of Directors,statewide,Jennifer Towler Nye,R,3320,6.58%
Board of Directors,statewide,Clare Miller-Burti,R,3047,6.04%
Board of Directors,statewide,Danita Collins Sulick,R,3388,6.71%
Councilor District 1,statewide,Stephen Niemitz,D,915,41.61%
Councilor District 1,statewide,Joe Bosco,R,1284,58.39%
First Selectman,statewide,Arthur P. Shilosky,D,1231,46.81%
First Selectman,statewide,Arthur P. Shilosky,R,1181,44.90%
First Selectman,statewide,James D. McNair 111,WI,218,8.29%
Board of Education,statewide,Monica Pomazon,D,1609,15.71%
Board of Education,statewide,Sandra Berardy,D,1671,16.32%
Board of Education,statewide,Tara Crossley,D,1577,15.40%
Board of Education,statewide,Joseph Aquitante III,R,1660,16.21%
Board of Education,statewide,Steven Loiler,R,1792,17.50%
Board of Education,statewide,Dana Ladyga,R,1932,18.87%
First Selectman,statewide,Maureen Nicholson,D,833,62.21%
First Selectman,statewide,Donna Smith,R,506,37.79%
Selectman,statewide,Ray Pech,D,713,56.01%
Selectman,statewide,Nicholas Lukiwsky,R,560,43.99%
Board of Education,statewide,Eugene T. Marchand,D,1333,12.79%
Board of Education,statewide,Peter Frank Larson,D,1310,12.56%
Board of Education,statewide,Jennifer E. Beausoleil,D,1462,14.02%
Board of Education,statewide,Mary S. Kortmann,D,1361,13.05%
Board of Education,statewide,Mary T. Minor,R,1369,13.13%
Board of Education,statewide,Frank Infante,R,1197,11.48%
Board of Education,statewide,"James Arthur Houlberg, Jr.",R,1145,10.98%
Board of Education,statewide,"William M. Oros, Sr.",R,1249,11.98%
Selectman,statewide,Stacia R. Libby,D,1204,53.49%
Selectman,statewide,Bruce Glowac,R,1047,46.51%
Selectmen,statewide,Al Goldberg,D,2005,27.79%
Selectmen,statewide,Scott Murphy,D,1978,27.41%
Selectmen,statewide,Jean Ferris,R,1611,22.33%
Selectmen,statewide,"Bruce Wilson, Jr.",R,1622,22.48%
Town Clerk,statewide,Joseph V. Camposeo,D,6891,100.00%
Board of Finance Alternate,statewide,Bob Cindric,R,869,48.14%
Board of Finance Alternate,statewide,Liz Gorgoglione,R,936,51.86%
Aldermen District #1,statewide,Nija Phelps,D,948,22.01%
Aldermen District #1,statewide,Ellen Beatty,D,1117,25.93%
Aldermen District #1,statewide,"James Tranquilli, Jr.",R,1113,25.84%
Aldermen District #1,statewide,Anthony Giannattasio,R,1130,26.23%
Councilmen,statewide,Marie P. Soliani,D,2370,11.06%
Councilmen,statewide,Danielle Palladino,D,2230,10.41%
Councilmen,statewide,Paul Cavagnero,D,2270,10.59%
Councilmen,statewide,Sharon Waagner,D,1622,7.57%
Councilmen,statewide,Frank J. Rubino,R,3171,14.80%
Councilmen,statewide,Fred J. Simon,R,3162,14.76%
Councilmen,statewide,Gregg G. Cogswell,R,2891,13.49%
Councilmen,statewide,Anne Ruwet,R,3713,17.33%
Town Council,statewide,Jesse Reynolds,D,4066,6.18%
Town Council,statewide,Bruce Conroy,D,3529,5.36%
Town Council,statewide,Gina Morgenstein,D,4848,7.37%
Town Council,statewide,Jason Zandri,D,5661,8.61%
Town Council,statewide,Vincent F Testa Jr,D,5875,8.93%
Town Council,statewide,James D Hine II,D,3846,5.85%
Town Council,statewide,Darrell Stancuna,D,3161,4.80%
Town Council,statewide,Joe Marrone,R,4724,7.18%
Town Council,statewide,Chris Shortell,R,5390,8.19%
Town Council,statewide,John LeTourneau,R,5111,7.77%
Town Council,statewide,Vincent Cervoni,R,5343,8.12%
Town Council,statewide,Tom Laffin,R,5029,7.64%
Town Council,statewide,Craig Fishbein,R,5744,8.73%
Town Council,statewide,John J Sullivan,PC,3459,5.26%
Board of Education,statewide,Cheryl Greenberg,D,8489,25.54%
Board of Education,statewide,Lorna Thomas-Farquharson,D,7581,22.81%
Board of Education,statewide,Deb Polun,D,8006,24.09%
Board of Education,statewide,Jay Sarzen,R,4423,13.31%
Board of Education,statewide,Robert Levine,R,4739,14.26%
Board of Education,statewide,Leonard O. Lockhart,D,3298,13.31%
Board of Education,statewide,Nuchette M. Black-Burke,D,3130,12.63%
Board of Education,statewide,David J. Furie,D,3378,13.63%
Board of Education,statewide,Maryam F. Khan,D,3298,13.31%
Board of Education,statewide,James C. Dobler,D,3294,13.29%
Board of Education,statewide,Jeremy C. Halek,R,2017,8.14%
Board of Education,statewide,Michaela I. Fissel,R,2235,9.02%
Board of Education,statewide,Ronald C. Eleveld,R,2012,8.12%
Board of Education,statewide,Brian D. Bosch,R,2121,8.56%
Board of Education,statewide,Charles Jackson,WI,2,0.01%
Selectman,statewide,Paul R. Szatkowski,IND,238,5.13%
Selectman,statewide,Richard C. Straiton,D,2653,57.23%
Selectman,statewide,Paul R. Szatkowski,R,1745,37.64%
Selectman,statewide,Irene J. Schein,WF,79,15.13%
Selectman,statewide,Joe Pinto,D,229,43.87%
Selectman,statewide,"William H. Rose, IV",R,214,41.00%
Selectmen,statewide,Marc Thorne,D,1153,17.23%
Selectmen,statewide,Pamela Sparkman,D,1048,15.66%
Selectmen,statewide,Charles A. Koons,R,2176,32.51%
Selectmen,statewide,Susan J. Marks,R,2316,34.60%
Board of Finance To Fill Vacancy for Four Years,statewide,Sheila Marmion,D,0,0.00%
Selectman,statewide,Magi Winslow,D,191,60.63%
Selectman,statewide,Scott M. Levan,R,124,39.37%
Town Clerk,statewide,Vida Stone,R,3472,100.00%
Selectman,statewide,Vincent P. Aiello,D,420,44.21%
Selectman,statewide,Erica Dorsett,R,530,55.79%
Selectman,statewide,Maureen Crick Owen,D,3644,57.31%
Selectman,statewide,Jeffrey Capeci,R,2714,42.69%
Selectmen,statewide,Susan M. Dyer,D,413,52.54%
Selectmen,statewide,Sandy Evans,R,373,47.46%
Selectman,statewide,Christian P Allyn,D,302,41.03%
Selectman,statewide,Craig Whiting,R,434,58.97%
City Treasurer,statewide,Joseph S.Tamburri,D,7805,60.56%
City Treasurer,statewide,Jerry Petrini,R,5082,39.44%
Selectman,statewide,Virginia Sampietro,D,1119,43.42%
Selectman,statewide,George Krecidlo,R,1097,42.57%
Selectman,statewide,George J Taylor Jr,PC,114,4.42%
Selectman,statewide,Scott Charlwood,WI,247,9.58%
Selectman,statewide,James Conway,D,178,46.23%
Selectman,statewide,Russell Dirienzo,R,207,53.77%
Selectman,statewide,Mary N. Labbadia,D,618,40.58%
Selectman,statewide,"John L. Hall, III",R,905,59.42%
Selectman,statewide,Aliza Makuch,D,653,53.22%
Selectman,statewide,John Blessington,R,574,46.78%
Board of Finance,statewide,Lee Caney,D,4398,25.07%
Board of Finance,statewide,Brian E. Stern,D,4575,26.07%
Board of Finance,statewide,Andrea Lawrence Moore,R,4425,25.22%
Board of Finance,statewide,Vik Muktavaram,R,4148,23.64%
Councilor District 2,statewide,Robert Cressotti,D,646,56.03%
Councilor District 2,statewide,Kelly K. Hemmeler,R,507,43.97%
Selectmen,statewide,David J. Gesiak,CIP,892,13.12%
Selectmen,statewide,Rosemary Coyle,D,1497,22.01%
Selectmen,statewide,James Ford,D,1307,19.22%
Selectmen,statewide,Denise Q. Mizla,R,1408,20.71%
Selectmen,statewide,Stanley F. Soby,R,1696,24.94%
Board of Assessment Appeals,statewide,Gary M Murphy,D,1505,52.33%
Board of Assessment Appeals,statewide,Wills Pike,R,1371,47.67%
Town Clerk,statewide,Holly Krouse,R,949,100.00%
Mayor,statewide,Tarek M. Raslan,D,1162,28.20%
Mayor,statewide,David S. Cassetti,R,2959,71.80%
Board of Assessment Appeals Full Term,statewide,Ronald E. Dextradeur,D,1398,32.03%
Board of Assessment Appeals Full Term,statewide,Jill G. Wood-Reviczky,D,1539,35.26%
Board of Assessment Appeals Full Term,statewide,Joan M. Oros,R,1428,32.71%
Town Clerk,statewide,Joel Marzi,D,1294,59.44%
Town Clerk,statewide,Joel Marzi,R,883,40.56%
Board of Education,statewide,Logan Tyler,D,640,18.66%
Board of Education,statewide,Julie Revaz,D,609,17.76%
Board of Education,statewide,Michelle Padilla,D,619,18.05%
Board of Education,statewide,Wes Skorski,R,766,22.33%
Board of Education,statewide,Susan Rapelye,R,796,23.21%
Aldermen District #2,statewide,Janet A. Golden,D,1121,27.77%
Aldermen District #2,statewide,Nick Veccharelli,D,1136,28.14%
Aldermen District #2,statewide,Tommy Rupich,R,796,19.72%
Aldermen District #2,statewide,Jeremy Grant,R,984,24.37%
Board of Education,statewide,Bryan Rivard,D,4330,7.00%
Board of Education,statewide,Kathy Castelli,D,4934,7.97%
Board of Education,statewide,Michael J Votto,D,5081,8.21%
Board of Education,statewide,Tammy Raccio,D,4499,7.27%
Board of Education,statewide,Patrick Reynolds,D,4975,8.04%
Board of Education,statewide,Nicholas D'Agostino,D,4192,6.77%
Board of Education,statewide,Patty Pursell,D,5741,9.28%
Board of Education,statewide,Ray Ross,R,5067,8.19%
Board of Education,statewide,Roxanne McKay,R,4989,8.06%
Board of Education,statewide,Erin Corso,R,4809,7.77%
Board of Education,statewide,Karen Hlavac,R,5068,8.19%
Board of Education,statewide,Shauna Glidden,R,4093,6.61%
Board of Education,statewide,Louis Czerwinski,R,4111,6.64%
Constables,statewide,Lawrence Jaggon Sr,D,3060,29.46%
Constables,statewide,Steven Naraine,D,3022,29.09%
Constables,statewide,Charles Jackson,R,2064,19.87%
Constables,statewide,David A. Gillette,R,2241,21.58%
Town Clerk,statewide,Lisa Bergh,IND,261,5.65%
Town Clerk,statewide,Lisa Bergh,WF,89,1.93%
Town Clerk,statewide,Lisa Bergh,D,2540,54.99%
Town Clerk,statewide,Lisa Bergh,R,1729,37.43%
Town Clerk,statewide,Shari Smith,D,235,47.86%
Town Clerk,statewide,Shari Smith,R,256,52.14%
Town Clerk,statewide,Donna E. Rajczewski,R,2727,100.00%
Board of Finance To Fill Vacancy for Two Years,statewide,Elizabeth Zezima,D,0,0.00%
Tax Collector,statewide,Cheryl Higgins,D,155,50.82%
Tax Collector,statewide,Cheryl Higgins,R,150,49.18%
Town Treasurer,statewide,Deborah Heim,R,3417,100.00%
Town Clerk,statewide,Laura Halloran,D,397,43.44%
Town Clerk,statewide,Laura Halloran,R,517,56.56%
Council District 1,statewide,Judit DeStefano,D,1269,18.68%
Council District 1,statewide,Chris Eide,D,1166,17.16%
Council District 1,statewide,Paul Lundquist,D,1334,19.64%
Council District 1,statewide,George C. Guidera,R,1011,14.88%
Council District 1,statewide,Jay Mattegat,R,1075,15.83%
Council District 1,statewide,Joe Girgasky,R,938,13.81%
Town Clerk,statewide,Linda S. Perkins,D,370,68.01%
Town Clerk,statewide,Linda S. Perkins,R,174,31.99%
Town Clerk,statewide,Jean A Jacquier,R,625,100.00%
City Sheriff,statewide,Robert E.Burgess,D,7892,62.12%
City Sheriff,statewide,James Anderson,R,4813,37.88%
Town Clerk,statewide,Louisa R Trakas,D,2015,100.00%
Town Clerk,statewide,Peter A. Hurlbut,D,189,49.35%
Town Clerk,statewide,Peter A. Hurlbut,R,194,50.65%
Town Clerk,statewide,Joan S. Angelini,D,1047,100.00%
Town and City Clerk,statewide,"Paul F. Samele, Jr.",D,1822,32.10%
Town and City Clerk,statewide,Carol L. Anderson,R,3284,57.86%
Town and City Clerk,statewide,Drake L. Waldron,PC,570,10.04%
Board of Education,statewide,Candi Savin,D,4785,26.07%
Board of Education,statewide,Elaine Whitney,D,5047,27.49%
Board of Education,statewide,Karen Kleine,R,4313,23.50%
Board of Education,statewide,Jeannie Smith,R,4212,22.94%
Board of Finance Full Term,statewide,John Patton,ASP,528,21.27%
Board of Finance Full Term,statewide,Geoffrey Prusak,ASP,514,20.71%
Board of Finance Full Term,statewide,Michael Makuch,D,766,30.86%
Board of Finance Full Term,statewide,Randy L. Belair,D,674,27.16%
Board of Selectmen,statewide,Steve Cassano,D,5234,31.22%
Board of Selectmen,statewide,Kevin Zingler,D,4755,28.36%
Board of Selectmen,statewide,John Backer,R,3135,18.70%
Board of Selectmen,statewide,Matt Peak,R,3640,21.71%
Councilor District 3,statewide,Marie Davis,D,904,43.36%
Councilor District 3,statewide,Donna Szewczak,R,1181,56.64%
Town Treasurer,statewide,John Ringo,D,1339,48.94%
Town Treasurer,statewide,Brenden M. Healy,R,1397,51.06%
Board of Finance,statewide,Owen Charles,G,1113,12.45%
Board of Finance,statewide,Judith Hession Friedman,D,1986,22.21%
Board of Finance,statewide,"Ken Kaminsky, Jr.",R,1931,21.60%
Board of Finance,statewide,Peter Roos,R,1808,20.22%
Board of Finance,statewide,Jean Fitzgerald,R,2102,23.51%
Zoning Board of Appeals,statewide,John MacNeil,D,1654,46.42%
Zoning Board of Appeals,statewide,Robert Yuchniuk,R,1909,53.58%
Town Treasurer,statewide,Sally Roy,R,910,100.00%
Board of Assessment Appeals To Fill Vacancy for Two Years,statewide,Suzanne Desire Haviland,D,1235,48.19%
Board of Assessment Appeals To Fill Vacancy for Two Years,statewide,Mary Jo Lewis,R,1328,51.81%
Town Treasurer,statewide,James D. Francis,D,1327,59.69%
Town Treasurer,statewide,Bruce S. MacMillian,R,896,40.31%
Board of Education Five to be Elected  Not more than Three from One Party,statewide,Michael P. Abbondanolo,G,1156,8.53%
Board of Education Five to be Elected  Not more than Three from One Party,statewide,Matt Parthasarthy,D,2112,15.58%
Board of Education Five to be Elected  Not more than Three from One Party,statewide,Alison Keating,D,2307,17.01%
Board of Education Five to be Elected  Not more than Three from One Party,statewide,Emily Rosenthal,D,2140,15.78%
Board of Education Five to be Elected  Not more than Three from One Party,statewide,Kirk Barneby,R,1814,13.38%
Board of Education Five to be Elected  Not more than Three from One Party,statewide,Jessica Bowler,R,2055,15.16%
Board of Education Five to be Elected  Not more than Three from One Party,statewide,Violet McNerney,R,1975,14.57%
Board of Assessment Appeals,statewide,William B. Lardi,D,663,29.72%
Board of Assessment Appeals,statewide,David W. Morganson,R,770,34.51%
Board of Assessment Appeals,statewide,John Varney,R,798,35.77%
Aldermen District #3,statewide,Marty Hardiman,D,1153,27.38%
Aldermen District #3,statewide,Frank Smith,D,1170,27.78%
Aldermen District #3,statewide,Michael S. Casey,R,921,21.87%
Aldermen District #3,statewide,Connie Gaynor,R,967,22.96%
Treasurer,statewide,Dan Farley,R,4645,100.00%
Town Treasurer,statewide,John J. Kelly,IND,262,5.71%
Town Treasurer,statewide,Pat Smithwick,WF,108,2.35%
Town Treasurer,statewide,Pat Smithwick,D,2339,50.94%
Town Treasurer,statewide,John J. Kelly,R,1883,41.01%
Town Treasurer,statewide,Christopher Komuves,D,198,39.44%
Town Treasurer,statewide,Diana Fiasconaro,R,304,60.56%
Town Treasurer,statewide,Joan D. Hendrickson,R,2681,100.00%
"Board of Education Full Term Four to be Elected, Not More than Two from One Party",statewide,Jennifer Leeper,WF,0,0.00%
"Board of Education Full Term Four to be Elected, Not More than Two from One Party",statewide,Jennifer Jacobsen,WF,0,0.00%
"Board of Education Full Term Four to be Elected, Not More than Two from One Party",statewide,Jennifer Leeper,D,0,0.00%
"Board of Education Full Term Four to be Elected, Not More than Two from One Party",statewide,Marc Patten,D,0,0.00%
"Board of Education Full Term Four to be Elected, Not More than Two from One Party",statewide,Jennifer Jacobsen,D,0,0.00%
"Board of Education Full Term Four to be Elected, Not More than Two from One Party",statewide,John Convertito,D,0,0.00%
"Board of Education Full Term Four to be Elected, Not More than Two from One Party",statewide,Nicholas Aysseh,R,0,0.00%
"Board of Education Full Term Four to be Elected, Not More than Two from One Party",statewide,Jeff Peterson,R,0,0.00%
Board of Finance,statewide,Nicole Bernabo,D,164,43.50%
Board of Finance,statewide,Holly J. Martin,R,213,56.50%
First Selectman,statewide,Daniel Hunsberger,D,1564,34.91%
First Selectman,statewide,Ken Kellogg,R,2806,62.63%
First Selectman,statewide,Francis C. Bennett,PC,110,2.46%
Town Treasurer,statewide,Joseph C. Ferraro,D,373,40.15%
Town Treasurer,statewide,Nancy Skilton,R,556,59.85%
Town Treasurer,statewide,Chelsea Byrne,D,362,67.79%
Town Treasurer,statewide,Chelsea Byrne,R,172,32.21%
Town Treasurer,statewide,Emily Minacci,R,557,100.00%
Town Clerk,statewide,Richard A.McQuaid,D,8260,64.44%
Town Clerk,statewide,Richard A.McQuaid,R,4558,35.56%
Tax Collector,statewide,Nadine Hoyt,D,1223,45.20%
Tax Collector,statewide,Karen Vincent,R,1483,54.80%
Town Treasurer,statewide,Kimberlee Baron,D,186,49.47%
Town Treasurer,statewide,Kimberlee Baron,R,190,50.53%
Town Treasurer,statewide,Jane Spanilo Butterworth,R,1248,100.00%
Board of Finance To Fill Vacancy for Two Years,statewide,Walter Parsell,ASP,574,46.18%
Board of Finance To Fill Vacancy for Two Years,statewide,Laurie M. Semprebon,D,669,53.82%
Board of Assessment Appeals,statewide,Elaine Arnow,D,5050,56.86%
Board of Assessment Appeals,statewide,Joseph Sledge,R,3831,43.14%
Council District 2,statewide,Jordana Bloom,D,1207,16.78%
Council District 2,statewide,Clinton DePaolo,D,1124,15.63%
Council District 2,statewide,Daniel Honan,D,1419,19.73%
Council District 2,statewide,Matthew Mihalcik,R,1049,14.59%
Council District 2,statewide,Dan Wiedemann,R,1145,15.92%
Council District 2,statewide,Ryan Knapp,R,1248,17.35%
Constables,statewide,Chuck Barrera,D,4771,14.73%
Constables,statewide,Albert Gionet,D,4420,13.64%
Constables,statewide,Ed Slegeski,D,4854,14.98%
Constables,statewide,Warren Packer,D,4797,14.81%
Constables,statewide,Salvatore Mancini,R,3401,10.50%
Constables,statewide,John Orfitelli,R,3780,11.67%
Constables,statewide,Kevin Hood,R,3394,10.48%
Constables,statewide,Charlie Moulard,R,2976,9.19%
Councilor District 4,statewide,Edward N. Deni,D,964,53.88%
Councilor District 4,statewide,Marie Pyznar,R,825,46.12%
Board of Finance Full Term,statewide,Deanna E. Bouchard,CIP,805,16.35%
Board of Finance Full Term,statewide,Michael Hayes,D,1306,26.52%
Board of Finance Full Term,statewide,Andrea Migliaccio,R,1368,27.78%
Board of Finance Full Term,statewide,Roberta Lepore,R,1446,29.36%
Board of Finance,statewide,Matthew J Kelly,D,874,50.55%
Board of Finance,statewide,Stephen H Egbertson,D,855,49.45%
Zoning Board of Appeals,statewide,Elizabeth E. Bauer,D,1591,17.07%
Zoning Board of Appeals,statewide,Claire C. Twerdy,D,1630,17.49%
Zoning Board of Appeals,statewide,Cheryl-Ann Resha,D,1499,16.09%
Zoning Board of Appeals,statewide,Raymond P. Chicoine,R,1487,15.96%
Zoning Board of Appeals,statewide,"Harvey R. Barrette, Jr.",R,1545,16.58%
Zoning Board of Appeals,statewide,Carol Chipkin,R,1566,16.81%
Councilors at Large,statewide,Liz Davis,D,3408,12.32%
Councilors at Large,statewide,Thomas Arnone,D,3399,12.29%
Councilors at Large,statewide,Gina Cekala,D,3290,11.90%
Councilors at Large,statewide,Timothy J. Norris,D,3143,11.37%
Councilors at Large,statewide,Joseph Muller,R,3345,12.10%
Councilors at Large,statewide,Mike Ludwick,R,3626,13.11%
Councilors at Large,statewide,Peter Falk,R,3830,13.85%
Councilors at Large,statewide,Lori Unghire,R,3611,13.06%
Tax Collector,statewide,Megan Dwyer Haskins,D,1305,59.97%
Tax Collector,statewide,Megan Dwyer Haskins,R,871,40.03%
Board of Assessment Appeals,statewide,Shirley Taylor,D,1830,51.81%
Board of Assessment Appeals,statewide,William Lewis,R,1702,48.19%
Planning Commission,statewide,Laura Hart,D,756,24.70%
Planning Commission,statewide,Chris French,D,683,22.31%
Planning Commission,statewide,Larry Pryor,R,692,22.61%
Planning Commission,statewide,Brendon C. Montstream,R,930,30.38%
Aldermen District #4,statewide,Tony Sutton,D,1197,27.10%
Aldermen District #4,statewide,Phil Vetro,D,1302,29.48%
Aldermen District #4,statewide,John Drapp III,R,841,19.04%
Aldermen District #4,statewide,Dan German,R,1077,24.38%
Board of Finance Full Term,statewide,Alfred J. Bernard,IND,252,1.41%
Board of Finance Full Term,statewide,William R. Kingston,IND,244,1.37%
Board of Finance Full Term,statewide,Timothy P. Draper,IND,272,1.53%
Board of Finance Full Term,statewide,Bruce Cornwell,IND,270,1.51%
Board of Finance Full Term,statewide,Wendy Smith,WF,136,0.76%
Board of Finance Full Term,statewide,Robert J. Palmer,D,2272,12.75%
Board of Finance Full Term,statewide,Wendy Smith,D,2318,13.01%
Board of Finance Full Term,statewide,Bob Manfreda,D,2364,13.26%
Board of Finance Full Term,statewide,Dalene M. Foster,D,2271,12.74%
Board of Finance Full Term,statewide,Alfred J. Bernard,R,1819,10.21%
Board of Finance Full Term,statewide,William R. Kingston,R,1821,10.22%
