office,town,candidate,party,votes,vote_percent
Secretary of the State,Bethlehem,Maritza Bond,D,29,26.36%
Treasurer,Bethlehem,Erick Russell,D,61,54.46%
Treasurer,Bethlehem,Dita Bhargava,D,25,22.32%
Treasurer,Bethlehem,Karen Dubois-Walton,D,26,23.21%
Secretary of the State,Bloomfield,Stephanie Thomas,D,1836,86.08%
Secretary of the State,Bloomfield,Maritza Bond,D,297,13.92%
Treasurer,Bloomfield,Erick Russell,D,1462,68.45%
Treasurer,Bloomfield,Dita Bhargava,D,227,10.63%
Treasurer,Bloomfield,Karen Dubois-Walton,D,447,20.93%
Registrar of Voters,Bloomfield,Jennifer Marshall-Nealy,D,1544,72.08%
Registrar of Voters,Bloomfield,Troy Mitchell,D,598,27.92%
Secretary of the State,Bolton,Stephanie Thomas,D,149,73.76%
Secretary of the State,Bolton,Maritza Bond,D,53,26.24%
Treasurer,Bolton,Erick Russell,D,100,48.54%
Treasurer,Bolton,Dita Bhargava,D,55,26.70%
Treasurer,Bolton,Karen Dubois-Walton,D,51,24.76%
Secretary of the State,Bozrah,Stephanie Thomas,D,71,75.53%
Secretary of the State,Bozrah,Maritza Bond,D,23,24.47%
Treasurer,Bozrah,Erick Russell,D,56,58.95%
Treasurer,Bozrah,Dita Bhargava,D,19,20.00%
Treasurer,Bozrah,Karen Dubois-Walton,D,20,21.05%
State Representative 98,Branford,Moira Rader,D,265,69.19%
State Representative 98,Branford,Andy Gottlieb,D,118,30.81%
Secretary of the State,Branford,Stephanie Thomas,D,939,67.85%
Secretary of the State,Branford,Maritza Bond,D,445,32.15%
Treasurer,Branford,Erick Russell,D,729,52.45%
Treasurer,Branford,Dita Bhargava,D,299,21.51%
Treasurer,Branford,Karen Dubois-Walton,D,362,26.04%
State Senate 23,Bridgeport,Herron Gaston,D,1599,50.70%
State Senate 23,Bridgeport,Dennis Bradley,D,1555,49.30%
State Representative 127,Bridgeport,Marcus Brown,D,573,50.09%
State Representative 127,Bridgeport,Jack Hennessy,D,571,49.91%
Secretary of the State,Bridgeport,Stephanie Thomas,D,3229,68.08%
Secretary of the State,Bridgeport,Maritza Bond,D,1514,31.92%
Treasurer,Bridgeport,Erick Russell,D,2886,61.79%
Treasurer,Bridgeport,Dita Bhargava,D,1130,24.19%
Treasurer,Bridgeport,Karen Dubois-Walton,D,655,14.02%
Secretary of the State,Bridgewater,Stephanie Thomas,D,70,83.33%
Secretary of the State,Bridgewater,Maritza Bond,D,14,16.67%
Treasurer,Bridgewater,Erick Russell,D,61,70.93%
Treasurer,Bridgewater,Dita Bhargava,D,18,20.93%
Treasurer,Bridgewater,Karen Dubois-Walton,D,7,8.14%
Secretary of the State,Bristol,Stephanie Thomas,D,1077,71.70%
Secretary of the State,Bristol,Maritza Bond,D,425,28.30%
Treasurer,Bristol,Erick Russell,D,888,59.24%
Treasurer,Bristol,Dita Bhargava,D,315,21.01%
Treasurer,Bristol,Karen Dubois-Walton,D,296,19.75%
Secretary of the State,Brookfield,Stephanie Thomas,D,400,83.68%
Secretary of the State,Brookfield,Maritza Bond,D,78,16.32%
Treasurer,Brookfield,Erick Russell,D,243,50.63%
Treasurer,Brookfield,Dita Bhargava,D,163,33.96%
Treasurer,Brookfield,Karen Dubois-Walton,D,74,15.42%
Secretary of the State,Brooklyn,Stephanie Thomas,D,99,79.84%
Secretary of the State,Brooklyn,Maritza Bond,D,25,20.16%
Treasurer,Brooklyn,Erick Russell,D,89,70.63%
Treasurer,Brooklyn,Dita Bhargava,D,20,15.87%
Treasurer,Brooklyn,Karen Dubois-Walton,D,17,13.49%
Secretary of the State,Burlington,Stephanie Thomas,D,213,79.78%
Secretary of the State,Burlington,Maritza Bond,D,54,20.22%
Treasurer,Burlington,Erick Russell,D,135,50.56%
Treasurer,Burlington,Dita Bhargava,D,78,29.21%
Treasurer,Burlington,Karen Dubois-Walton,D,54,20.22%
Secretary of the State,Canaan,Stephanie Thomas,D,54,71.05%
Secretary of the State,Canaan,Maritza Bond,D,22,28.95%
Treasurer,Canaan,Erick Russell,D,36,48.00%
Treasurer,Canaan,Dita Bhargava,D,26,34.67%
Treasurer,Canaan,Karen Dubois-Walton,D,13,17.33%
Secretary of the State,Canterbury,Stephanie Thomas,D,96,80.00%
Secretary of the State,Canterbury,Maritza Bond,D,24,20.00%
Treasurer,Canterbury,Erick Russell,D,64,54.24%
Treasurer,Canterbury,Dita Bhargava,D,30,25.42%
Treasurer,Canterbury,Karen Dubois-Walton,D,24,20.34%
Secretary of the State,Canton,Stephanie Thomas,D,438,85.05%
Secretary of the State,Canton,Maritza Bond,D,77,14.95%
Treasurer,Canton,Erick Russell,D,275,53.29%
Treasurer,Canton,Dita Bhargava,D,119,23.06%
Treasurer,Canton,Karen Dubois-Walton,D,122,23.64%
Secretary of the State,Chaplin,Stephanie Thomas,D,68,83.95%
Secretary of the State,Chaplin,Maritza Bond,D,13,16.05%
Treasurer,Chaplin,Erick Russell,D,45,55.56%
Treasurer,Chaplin,Dita Bhargava,D,21,25.93%
Treasurer,Chaplin,Karen Dubois-Walton,D,15,18.52%
Secretary of the State,Cheshire,Stephanie Thomas,D,713,68.16%
Secretary of the State,Cheshire,Maritza Bond,D,333,31.84%
Treasurer,Cheshire,Erick Russell,D,569,54.50%
Treasurer,Cheshire,Dita Bhargava,D,261,25.00%
Treasurer,Cheshire,Karen Dubois-Walton,D,214,20.50%
Secretary of the State,Chester,Stephanie Thomas,D,210,87.87%
Secretary of the State,Chester,Maritza Bond,D,29,12.13%
Treasurer,Chester,Erick Russell,D,153,63.49%
Treasurer,Chester,Dita Bhargava,D,51,21.16%
Treasurer,Chester,Karen Dubois-Walton,D,37,15.35%
Secretary of the State,Clinton,Stephanie Thomas,D,360,79.82%
Secretary of the State,Clinton,Maritza Bond,D,91,20.18%
Treasurer,Clinton,Erick Russell,D,277,61.15%
Treasurer,Clinton,Dita Bhargava,D,100,22.08%
Treasurer,Clinton,Karen Dubois-Walton,D,76,16.78%
Secretary of the State,Colchester,Stephanie Thomas,D,484,80.00%
Secretary of the State,Colchester,Maritza Bond,D,121,20.00%
Treasurer,Colchester,Erick Russell,D,354,58.03%
Treasurer,Colchester,Dita Bhargava,D,154,25.25%
Treasurer,Colchester,Karen Dubois-Walton,D,102,16.72%
Secretary of the State,Colebrook,Stephanie Thomas,D,34,66.67%
Secretary of the State,Colebrook,Maritza Bond,D,17,33.33%
Treasurer,Colebrook,Erick Russell,D,31,58.49%
Treasurer,Colebrook,Dita Bhargava,D,11,20.75%
Treasurer,Colebrook,Karen Dubois-Walton,D,11,20.75%
Secretary of the State,Columbia,Stephanie Thomas,D,171,79.17%
Secretary of the State,Columbia,Maritza Bond,D,45,20.83%
Treasurer,Columbia,Erick Russell,D,118,54.88%
Treasurer,Columbia,Dita Bhargava,D,53,24.65%
Treasurer,Columbia,Karen Dubois-Walton,D,44,20.47%
Secretary of the State,Cornwall,Stephanie Thomas,D,129,85.43%
Secretary of the State,Cornwall,Maritza Bond,D,22,14.57%
Treasurer,Cornwall,Erick Russell,D,100,66.67%
Treasurer,Cornwall,Dita Bhargava,D,26,17.33%
Treasurer,Cornwall,Karen Dubois-Walton,D,24,16.00%
Secretary of the State,Coventry,Stephanie Thomas,D,335,84.38%
Secretary of the State,Coventry,Maritza Bond,D,62,15.62%
Treasurer,Coventry,Erick Russell,D,232,58.59%
Treasurer,Coventry,Dita Bhargava,D,95,23.99%
Treasurer,Coventry,Karen Dubois-Walton,D,69,17.42%
Secretary of the State,Cromwell,Stephanie Thomas,D,344,74.30%
Secretary of the State,Cromwell,Maritza Bond,D,119,25.70%
Treasurer,Cromwell,Erick Russell,D,262,55.98%
Treasurer,Cromwell,Dita Bhargava,D,112,23.93%
Treasurer,Cromwell,Karen Dubois-Walton,D,94,20.09%
Secretary of the State,Danbury,Stephanie Thomas,D,851,77.36%
Secretary of the State,Danbury,Maritza Bond,D,249,22.64%
Treasurer,Danbury,Erick Russell,D,578,53.62%
Treasurer,Danbury,Dita Bhargava,D,276,25.60%
Treasurer,Danbury,Karen Dubois-Walton,D,224,20.78%
Secretary of the State,Darien,Stephanie Thomas,D,361,89.58%
Secretary of the State,Darien,Maritza Bond,D,42,10.42%
Treasurer,Darien,Erick Russell,D,220,54.32%
Treasurer,Darien,Dita Bhargava,D,146,36.05%
Treasurer,Darien,Karen Dubois-Walton,D,39,9.63%
Secretary of the State,Deep River,Stephanie Thomas,D,151,80.75%
Secretary of the State,Deep River,Maritza Bond,D,36,19.25%
Treasurer,Deep River,Erick Russell,D,132,71.35%
Treasurer,Deep River,Dita Bhargava,D,30,16.22%
Treasurer,Deep River,Karen Dubois-Walton,D,23,12.43%
Secretary of the State,Derby,Stephanie Thomas,D,187,66.31%
Secretary of the State,Derby,Maritza Bond,D,95,33.69%
Treasurer,Derby,Erick Russell,D,169,59.72%
Treasurer,Derby,Dita Bhargava,D,60,21.20%
Treasurer,Derby,Karen Dubois-Walton,D,54,19.08%
Secretary of the State,Durham,Stephanie Thomas,D,183,78.88%
Secretary of the State,Durham,Maritza Bond,D,49,21.12%
Treasurer,Durham,Erick Russell,D,118,50.43%
Treasurer,Durham,Dita Bhargava,D,61,26.07%
Treasurer,Durham,Karen Dubois-Walton,D,55,23.50%
Secretary of the State,Eastford,Stephanie Thomas,D,52,77.61%
Secretary of the State,Eastford,Maritza Bond,D,15,22.39%
Treasurer,Eastford,Erick Russell,D,40,58.82%
Treasurer,Eastford,Dita Bhargava,D,16,23.53%
Treasurer,Eastford,Karen Dubois-Walton,D,12,17.65%
Secretary of the State,East Granby,Stephanie Thomas,D,149,83.24%
Secretary of the State,East Granby,Maritza Bond,D,30,16.76%
Treasurer,East Granby,Erick Russell,D,112,61.54%
Treasurer,East Granby,Dita Bhargava,D,35,19.23%
Treasurer,East Granby,Karen Dubois-Walton,D,35,19.23%
State Representative 34,East Haddam,Kurt Comisky,D,58,10.98%
State Representative 34,East Haddam,John Olin,D,470,89.02%
Secretary of the State,East Haddam,Stephanie Thomas,D,400,76.63%
Secretary of the State,East Haddam,Maritza Bond,D,122,23.37%
Treasurer,East Haddam,Erick Russell,D,250,47.71%
Treasurer,East Haddam,Dita Bhargava,D,149,28.44%
Treasurer,East Haddam,Karen Dubois-Walton,D,125,23.85%
State Representative 34,East Hampton,Kurt Comisky,D,126,27.45%
State Representative 34,East Hampton,John Olin,D,333,72.55%
Secretary of the State,East Hampton,Stephanie Thomas,D,307,65.04%
Secretary of the State,East Hampton,Maritza Bond,D,165,34.96%
Treasurer,East Hampton,Erick Russell,D,256,54.01%
Treasurer,East Hampton,Dita Bhargava,D,131,27.64%
Treasurer,East Hampton,Karen Dubois-Walton,D,87,18.35%
Secretary of the State,East Hartford,Stephanie Thomas,D,909,72.37%
Secretary of the State,East Hartford,Maritza Bond,D,347,27.63%
Treasurer,East Hartford,Erick Russell,D,758,60.59%
Treasurer,East Hartford,Dita Bhargava,D,210,16.79%
Treasurer,East Hartford,Karen Dubois-Walton,D,283,22.62%
Secretary of the State,East Haven,Stephanie Thomas,D,324,62.67%
Secretary of the State,East Haven,Maritza Bond,D,193,37.33%
Treasurer,East Haven,Erick Russell,D,266,51.55%
Treasurer,East Haven,Dita Bhargava,D,101,19.57%
Treasurer,East Haven,Karen Dubois-Walton,D,149,28.88%
Secretary of the State,East Lyme,Stephanie Thomas,D,467,77.83%
Secretary of the State,East Lyme,Maritza Bond,D,133,22.17%
Treasurer,East Lyme,Erick Russell,D,323,53.83%
Treasurer,East Lyme,Dita Bhargava,D,142,23.67%
Treasurer,East Lyme,Karen Dubois-Walton,D,135,22.50%
Secretary of the State,Easton,Stephanie Thomas,D,213,80.68%
Secretary of the State,Easton,Maritza Bond,D,51,19.32%
Treasurer,Easton,Erick Russell,D,120,44.78%
Treasurer,Easton,Dita Bhargava,D,131,48.88%
Treasurer,Easton,Karen Dubois-Walton,D,17,6.34%
Secretary of the State,East Windsor,Stephanie Thomas,D,243,75.00%
Secretary of the State,East Windsor,Maritza Bond,D,81,25.00%
Treasurer,East Windsor,Erick Russell,D,190,58.46%
Treasurer,East Windsor,Dita Bhargava,D,63,19.38%
Treasurer,East Windsor,Karen Dubois-Walton,D,72,22.15%
Judge of Probate 04,East Windsor,Mary Deneen,D,224,67.07%
Judge of Probate 04,East Windsor,Keith Yagaloff,D,110,32.93%
Secretary of the State,Ellington,Stephanie Thomas,D,296,78.51%
Secretary of the State,Ellington,Maritza Bond,D,81,21.49%
Treasurer,Ellington,Erick Russell,D,220,58.20%
Treasurer,Ellington,Dita Bhargava,D,97,25.66%
Treasurer,Ellington,Karen Dubois-Walton,D,61,16.14%
Secretary of the State,Enfield,Stephanie Thomas,D,620,72.68%
Secretary of the State,Enfield,Maritza Bond,D,233,27.32%
Treasurer,Enfield,Erick Russell,D,479,56.42%
Treasurer,Enfield,Dita Bhargava,D,190,22.38%
Treasurer,Enfield,Karen Dubois-Walton,D,180,21.20%
Secretary of the State,Essex,Stephanie Thomas,D,347,84.63%
Secretary of the State,Essex,Maritza Bond,D,63,15.37%
Treasurer,Essex,Erick Russell,D,252,61.61%
Treasurer,Essex,Dita Bhargava,D,103,25.18%
Treasurer,Essex,Karen Dubois-Walton,D,54,13.20%
Secretary of the State,Fairfield,Stephanie Thomas,D,1494,84.89%
Secretary of the State,Fairfield,Maritza Bond,D,266,15.11%
Treasurer,Fairfield,Erick Russell,D,1070,60.42%
Treasurer,Fairfield,Dita Bhargava,D,457,25.80%
Treasurer,Fairfield,Karen Dubois-Walton,D,244,13.78%
Secretary of the State,Farmington,Stephanie Thomas,D,812,79.45%
Secretary of the State,Farmington,Maritza Bond,D,210,20.55%
Treasurer,Farmington,Erick Russell,D,595,57.88%
Treasurer,Farmington,Dita Bhargava,D,251,24.42%
Treasurer,Farmington,Karen Dubois-Walton,D,182,17.70%
Secretary of the State,Franklin,Stephanie Thomas,D,38,76.00%
Secretary of the State,Franklin,Maritza Bond,D,12,24.00%
Treasurer,Franklin,Erick Russell,D,29,56.86%
Treasurer,Franklin,Dita Bhargava,D,13,25.49%
Treasurer,Franklin,Karen Dubois-Walton,D,9,17.65%
Secretary of the State,Glastonbury,Stephanie Thomas,D,1161,79.47%
Secretary of the State,Glastonbury,Maritza Bond,D,300,20.53%
Treasurer,Glastonbury,Erick Russell,D,822,56.26%
Treasurer,Glastonbury,Dita Bhargava,D,378,25.87%
Treasurer,Glastonbury,Karen Dubois-Walton,D,261,17.86%
Secretary of the State,Goshen,Stephanie Thomas,D,127,83.01%
Secretary of the State,Goshen,Maritza Bond,D,26,16.99%
Treasurer,Goshen,Erick Russell,D,95,61.69%
Treasurer,Goshen,Dita Bhargava,D,24,15.58%
Treasurer,Goshen,Karen Dubois-Walton,D,35,22.73%
Secretary of the State,Granby,Stephanie Thomas,D,372,79.15%
Secretary of the State,Granby,Maritza Bond,D,98,20.85%
Treasurer,Granby,Erick Russell,D,244,51.69%
Treasurer,Granby,Dita Bhargava,D,140,29.66%
Treasurer,Granby,Karen Dubois-Walton,D,88,18.64%
Secretary of the State,Greenwich,Stephanie Thomas,D,1706,88.17%
Secretary of the State,Greenwich,Maritza Bond,D,229,11.83%
Treasurer,Greenwich,Erick Russell,D,944,48.46%
Treasurer,Greenwich,Dita Bhargava,D,810,41.58%
Treasurer,Greenwich,Karen Dubois-Walton,D,194,9.96%
Secretary of the State,Griswold,Stephanie Thomas,D,173,70.33%
Secretary of the State,Griswold,Maritza Bond,D,73,29.67%
Treasurer,Griswold,Erick Russell,D,143,57.43%
Treasurer,Griswold,Dita Bhargava,D,63,25.30%
Treasurer,Griswold,Karen Dubois-Walton,D,43,17.27%
Secretary of the State,Groton,Stephanie Thomas,D,872,80.22%
Secretary of the State,Groton,Maritza Bond,D,215,19.78%
Treasurer,Groton,Erick Russell,D,639,58.68%
Treasurer,Groton,Dita Bhargava,D,242,22.22%
Treasurer,Groton,Karen Dubois-Walton,D,208,19.10%
State Representative 98,Guilford,Moira Rader,D,1062,70.75%
State Representative 98,Guilford,Andy Gottlieb,D,439,29.25%
Secretary of the State,Guilford,Stephanie Thomas,D,1290,79.98%
Secretary of the State,Guilford,Maritza Bond,D,323,20.02%
Treasurer,Guilford,Erick Russell,D,1025,63.86%
Treasurer,Guilford,Dita Bhargava,D,316,19.69%
Treasurer,Guilford,Karen Dubois-Walton,D,264,16.45%
Secretary of the State,Haddam,Stephanie Thomas,D,222,73.03%
Secretary of the State,Haddam,Maritza Bond,D,82,26.97%
Treasurer,Haddam,Erick Russell,D,168,54.90%
Treasurer,Haddam,Dita Bhargava,D,72,23.53%
Treasurer,Haddam,Karen Dubois-Walton,D,66,21.57%
Secretary of the State,Hamden,Stephanie Thomas,D,2525,67.77%
Secretary of the State,Hamden,Maritza Bond,D,1201,32.23%
Treasurer,Hamden,Erick Russell,D,1919,51.06%
Treasurer,Hamden,Dita Bhargava,D,551,14.66%
Treasurer,Hamden,Karen Dubois-Walton,D,1288,34.27%
Secretary of the State,Hampton,Stephanie Thomas,D,74,85.06%
Secretary of the State,Hampton,Maritza Bond,D,13,14.94%
Treasurer,Hampton,Erick Russell,D,39,44.32%
Treasurer,Hampton,Dita Bhargava,D,27,30.68%
Treasurer,Hampton,Karen Dubois-Walton,D,22,25.00%
Secretary of the State,Hartford,Stephanie Thomas,D,2062,62.09%
Secretary of the State,Hartford,Maritza Bond,D,1259,37.91%
Treasurer,Hartford,Erick Russell,D,1568,59.24%
Treasurer,Hartford,Dita Bhargava,D,619,23.38%
Treasurer,Hartford,Karen Dubois-Walton,D,460,17.38%
Secretary of the State,Hartland,Stephanie Thomas,D,44,73.33%
Secretary of the State,Hartland,Maritza Bond,D,16,26.67%
Treasurer,Hartland,Erick Russell,D,32,54.24%
Treasurer,Hartland,Dita Bhargava,D,13,22.03%
Treasurer,Hartland,Karen Dubois-Walton,D,14,23.73%
Secretary of the State,Harwinton,Stephanie Thomas,D,109,79.56%
Secretary of the State,Harwinton,Maritza Bond,D,28,20.44%
Treasurer,Harwinton,Erick Russell,D,87,63.04%
Treasurer,Harwinton,Dita Bhargava,D,38,27.54%
Treasurer,Harwinton,Karen Dubois-Walton,D,13,9.42%
Secretary of the State,Hebron,Stephanie Thomas,D,258,84.59%
Secretary of the State,Hebron,Maritza Bond,D,47,15.41%
Treasurer,Hebron,Erick Russell,D,196,61.83%
Treasurer,Hebron,Dita Bhargava,D,74,23.34%
Treasurer,Hebron,Karen Dubois-Walton,D,47,14.83%
Secretary of the State,Kent,Stephanie Thomas,D,202,85.59%
Secretary of the State,Kent,Maritza Bond,D,34,14.41%
Treasurer,Kent,Erick Russell,D,129,55.13%
Treasurer,Kent,Dita Bhargava,D,70,29.91%
Treasurer,Kent,Karen Dubois-Walton,D,35,14.96%
Secretary of the State,Killingly,Stephanie Thomas,D,153,74.63%
Secretary of the State,Killingly,Maritza Bond,D,52,25.37%
Treasurer,Killingly,Erick Russell,D,122,58.37%
Treasurer,Killingly,Dita Bhargava,D,50,23.92%
Treasurer,Killingly,Karen Dubois-Walton,D,37,17.70%
Secretary of the State,Killingworth,Stephanie Thomas,D,213,86.23%
Secretary of the State,Killingworth,Maritza Bond,D,34,13.77%
Treasurer,Killingworth,Erick Russell,D,155,62.25%
Treasurer,Killingworth,Dita Bhargava,D,55,22.09%
Treasurer,Killingworth,Karen Dubois-Walton,D,39,15.66%
Secretary of the State,Lebanon,Stephanie Thomas,D,150,73.89%
Secretary of the State,Lebanon,Maritza Bond,D,53,26.11%
Treasurer,Lebanon,Erick Russell,D,123,60.29%
Treasurer,Lebanon,Dita Bhargava,D,47,23.04%
Treasurer,Lebanon,Karen Dubois-Walton,D,34,16.67%
Secretary of the State,Ledyard,Stephanie Thomas,D,254,80.63%
Secretary of the State,Ledyard,Maritza Bond,D,61,19.37%
Treasurer,Ledyard,Erick Russell,D,174,55.24%
Treasurer,Ledyard,Dita Bhargava,D,71,22.54%
Treasurer,Ledyard,Karen Dubois-Walton,D,70,22.22%
Secretary of the State,Lisbon,Stephanie Thomas,D,69,75.82%
Secretary of the State,Lisbon,Maritza Bond,D,22,24.18%
Treasurer,Lisbon,Erick Russell,D,44,47.83%
Treasurer,Lisbon,Dita Bhargava,D,30,32.61%
Treasurer,Lisbon,Karen Dubois-Walton,D,18,19.57%
Secretary of the State,Litchfield,Stephanie Thomas,D,309,86.80%
Secretary of the State,Litchfield,Maritza Bond,D,47,13.20%
Treasurer,Litchfield,Erick Russell,D,181,51.13%
Treasurer,Litchfield,Dita Bhargava,D,123,34.75%
Treasurer,Litchfield,Karen Dubois-Walton,D,50,14.12%
Secretary of the State,Lyme,Stephanie Thomas,D,125,86.21%
Secretary of the State,Lyme,Maritza Bond,D,20,13.79%
Treasurer,Lyme,Erick Russell,D,85,58.22%
Treasurer,Lyme,Dita Bhargava,D,39,26.71%
Treasurer,Lyme,Karen Dubois-Walton,D,22,15.07%
Secretary of the State,Madison,Stephanie Thomas,D,606,82.34%
Secretary of the State,Madison,Maritza Bond,D,130,17.66%
Treasurer,Madison,Erick Russell,D,442,60.88%
Treasurer,Madison,Dita Bhargava,D,156,21.49%
Treasurer,Madison,Karen Dubois-Walton,D,128,17.63%
Secretary of the State,Manchester,Stephanie Thomas,D,1440,72.00%
Secretary of the State,Manchester,Maritza Bond,D,560,28.00%
Treasurer,Manchester,Erick Russell,D,1090,54.36%
Treasurer,Manchester,Dita Bhargava,D,494,24.64%
Treasurer,Manchester,Karen Dubois-Walton,D,421,21.00%
Secretary of the State,Mansfield,Stephanie Thomas,D,590,84.17%
Secretary of the State,Mansfield,Maritza Bond,D,111,15.83%
Treasurer,Mansfield,Erick Russell,D,424,60.40%
Treasurer,Mansfield,Dita Bhargava,D,149,21.23%
Treasurer,Mansfield,Karen Dubois-Walton,D,129,18.38%
Secretary of the State,Marlborough,Stephanie Thomas,D,192,85.71%
Secretary of the State,Marlborough,Maritza Bond,D,32,14.29%
Treasurer,Marlborough,Erick Russell,D,128,57.40%
Treasurer,Marlborough,Dita Bhargava,D,63,28.25%
Treasurer,Marlborough,Karen Dubois-Walton,D,32,14.35%
Secretary of the State,Meriden,Stephanie Thomas,D,800,68.20%
Secretary of the State,Meriden,Maritza Bond,D,373,31.80%
Treasurer,Meriden,Erick Russell,D,720,60.56%
Treasurer,Meriden,Dita Bhargava,D,259,21.78%
Treasurer,Meriden,Karen Dubois-Walton,D,210,17.66%
Secretary of the State,Middlebury,Stephanie Thomas,D,180,76.60%
Secretary of the State,Middlebury,Maritza Bond,D,55,23.40%
Treasurer,Middlebury,Erick Russell,D,115,48.94%
Treasurer,Middlebury,Dita Bhargava,D,75,31.91%
Treasurer,Middlebury,Karen Dubois-Walton,D,45,19.15%
Secretary of the State,Middlefield,Stephanie Thomas,D,126,70.39%
Secretary of the State,Middlefield,Maritza Bond,D,53,29.61%
Treasurer,Middlefield,Erick Russell,D,106,55.50%
Treasurer,Middlefield,Dita Bhargava,D,47,24.61%
Treasurer,Middlefield,Karen Dubois-Walton,D,38,19.90%
Secretary of the State,Middletown,Stephanie Thomas,D,1113,69.48%
Secretary of the State,Middletown,Maritza Bond,D,489,30.52%
Treasurer,Middletown,Erick Russell,D,884,55.46%
Treasurer,Middletown,Dita Bhargava,D,342,21.46%
Treasurer,Middletown,Karen Dubois-Walton,D,368,23.09%
Secretary of the State,Milford,Stephanie Thomas,D,1017,77.28%
Secretary of the State,Milford,Maritza Bond,D,299,22.72%
Treasurer,Milford,Erick Russell,D,791,60.57%
Treasurer,Milford,Dita Bhargava,D,246,18.84%
Treasurer,Milford,Karen Dubois-Walton,D,269,20.60%
Secretary of the State,Monroe,Stephanie Thomas,D,315,80.98%
Secretary of the State,Monroe,Maritza Bond,D,74,19.02%
