office,town,candidate,party,votes,vote_percent
State Senate 16,statewide,Christopher R. Robertson,D,17223,41.41%
State Senate 16,statewide,Rob Sampson,R,23853,57.35%
State Senate 16,statewide,Rob Sampson,IND,516,1.24%
State Senate 17,statewide,Jorge Cabrera,D,16664,51.76%
State Senate 17,statewide,Kathy Hoyt,R,14596,45.33%
State Senate 17,statewide,Jorge Cabrera,IND,478,1.48%
State Senate 17,statewide,Jorge Cabrera,WF,459,1.43%
State Senate 18,statewide,Farouk Rajab,D,15617,42.02%
State Senate 18,statewide,Heather Somers,R,20152,54.22%
State Senate 18,statewide,Heather Somers,IND,763,2.05%
State Senate 18,statewide,Farouk Rajab,WF,632,1.70%
State Senate 19,statewide,Catherine A. Osten,D,18447,52.51%
State Senate 19,statewide,Pietro Camardella,R,15458,44.00%
State Senate 19,statewide,Catherine A. Osten,IND,627,1.78%
State Senate 19,statewide,Catherine A. Osten,WF,596,1.70%
State Senate 20,statewide,Martha Marx,D,19101,50.65%
State Senate 20,statewide,Jerry Labriola Jr.,R,17496,46.39%
State Senate 20,statewide,Jerry Labriola Jr.,IND,505,1.34%
State Senate 20,statewide,Martha Marx,WF,609,1.61%
State Senate 21,statewide,Christopher Green,D,16804,41.39%
State Senate 21,statewide,Kevin C. Kelly,R,23255,57.28%
State Senate 21,statewide,Christopher Green,WF,541,1.33%
State Senate 22,statewide,Marilyn Moore,D,16535,80.99%
State Senate 22,statewide,Wilfredo Martinez,IND,3880,19.01%
State Senate 23,statewide,Herron Gaston,D,8194,76.22%
State Senate 23,statewide,Michael Garrett,R,1883,17.52%
State Senate 23,statewide,Juliemar Ortiz,WF,673,6.26%
State Senate 24,statewide,Julie Kushner,D,14654,50.83%
State Senate 24,statewide,Michelle Coelho,R,13329,46.23%
State Senate 24,statewide,Michelle Coelho,IND,387,1.34%
State Senate 24,statewide,Julie Kushner,WF,462,1.60%
State Senate 25,statewide,Bob Duff,D,18935,58.82%
State Senate 25,statewide,Daniel Miressi,R,11100,34.48%
State Senate 25,statewide,Lisa Brinton,IND,1604,4.98%
State Senate 25,statewide,Bob Duff,WF,554,1.72%
State Senate 26,statewide,Ceci Maher,D,25582,56.87%
State Senate 26,statewide,Toni Boucher,R,18645,41.45%
State Senate 26,statewide,Toni Boucher,IND,756,1.68%
State Senate 27,statewide,Pat Billie Miller,D,15629,61.62%
State Senate 27,statewide,Michael Battinelli,R,9733,38.38%
State Senate 28,statewide,Timothy Gavin,D,22133,48.05%
State Senate 28,statewide,Tony Hwang,R,23349,50.69%
State Senate 28,statewide,Timothy Gavin,IND,580,1.26%
State Senate 29,statewide,Mae Flexer,D,14036,47.66%
State Senate 29,statewide,Susanne Witkowski,R,13926,47.29%
State Senate 29,statewide,Mae Flexer,IND,341,1.16%
State Senate 29,statewide,Mae Flexer,WF,516,1.75%
State Senate 29,statewide,Jean M. de Smet,G,632,2.15%
State Senate 30,statewide,Eva Bermudez Zimmerman,D,19878,43.83%
State Senate 30,statewide,Stephen G. Harding,R,24404,53.81%
State Senate 30,statewide,Eva Bermudez Zimmerman,IND,457,1.01%
State Senate 30,statewide,Eva Bermudez Zimmerman,WF,610,1.35%
State Senate 31,statewide,Greg Hahn,D,14399,39.50%
State Senate 31,statewide,Henri Martin,R,21479,58.93%
State Senate 31,statewide,Henri Martin,IND,571,1.57%
State Senate 32,statewide,Jeff Desmarais,D,19798,41.05%
State Senate 32,statewide,Eric C. Berthel,R,28433,58.95%
State Senate 33,statewide,Norm Needleman,D,24541,52.47%
State Senate 33,statewide,Brandon Goff,R,21372,45.70%
State Senate 33,statewide,Norm Needleman,IND,856,1.83%
State Senate 34,statewide,Paul Cicarella,R,24719,81.04%
State Senate 34,statewide,Paul Cicarella,IND,1953,6.40%
State Senate 34,statewide,David A. Bedell,G,3830,12.56%
State Senate 35,statewide,Lisa Thomas,D,19380,46.83%
State Senate 35,statewide,Jeff Gordon,R,20927,50.57%
State Senate 35,statewide,Lisa Thomas,IND,540,1.30%
State Senate 35,statewide,Lisa Thomas,WF,535,1.29%
State Senate 36,statewide,Trevor Crow,D,21353,49.89%
State Senate 36,statewide,Ryan Fazio,R,21451,50.11%
State Representative 01,statewide,Matthew Ritter,D,3475,100.00%
State Representative 02,statewide,Raghib Allie-Brennan,D,4818,52.05%
State Representative 02,statewide,Jenn Lewis,R,4118,44.49%
State Representative 02,statewide,Jenn Lewis,IND,130,1.40%
State Representative 02,statewide,Raghib Allie-Brennan,WF,190,2.05%
State Representative 03,statewide,Minnie Gonzalez,D,1807,100.00%
State Representative 04,statewide,Julio A. Concepcion,D,1902,100.00%
State Representative 05,statewide,Maryam Khan,D,4969,75.22%
State Representative 05,statewide,"Charles Windsor Jackson, III",R,1468,22.22%
State Representative 05,statewide,Elijah El-Hajj-Bey,PC,169,2.56%
State Representative 06,statewide,"Edwin Vargas, Jr.",D,2475,95.08%
State Representative 06,statewide,"Edwin Vargas, Jr.",WF,128,4.92%
State Representative 07,statewide,Joshua Malik Hall,D,2903,100.00%
State Representative 08,statewide,Mary Ann M. Hansen,D,4493,38.76%
State Representative 08,statewide,Tim Ackert,R,6936,59.84%
State Representative 08,statewide,Mary Ann M. Hansen,WF,162,1.40%
State Representative 09,statewide,Jason Rojas,D,4741,66.80%
State Representative 09,statewide,Matthew Lauf,R,2356,33.20%
State Representative 10,statewide,Henry J. Genga,D,3861,100.00%
State Representative 11,statewide,Jeff Currey,D,3397,100.00%
State Representative 12,statewide,Geoff Luxenberg,D,5070,92.43%
State Representative 12,statewide,Geoff Luxenberg,WF,415,7.57%
State Representative 13,statewide,Jason Doucette,D,5521,61.26%
State Representative 13,statewide,Donna Meier,R,3185,35.34%
State Representative 13,statewide,Jason Doucette,IND,138,1.53%
State Representative 13,statewide,Jason Doucette,WF,168,1.86%
State Representative 14,statewide,Erica Evans,D,4715,46.26%
State Representative 14,statewide,Tom Delnicki,R,5043,49.48%
State Representative 14,statewide,Tom Delnicki,IND,164,1.61%
State Representative 15,statewide,Bobby Gibson,D,7640,100.00%
State Representative 16,statewide,Melissa Osborne,D,7096,56.25%
State Representative 16,statewide,Mike Paine,R,5518,43.75%
State Representative 17,statewide,Eleni Kavros DeGraw,D,6723,54.59%
State Representative 17,statewide,Heather Maguire,R,5306,43.08%
State Representative 17,statewide,Eleni Kavros DeGraw,IND,141,1.14%
State Representative 17,statewide,Eleni Kavros DeGraw,WF,146,1.19%
State Representative 18,statewide,Jillian Gilchrest,D,7676,100.00%
State Representative 19,statewide,Tammy Exum,D,9187,100.00%
State Representative 20,statewide,Kate Farrar,D,5681,59.66%
State Representative 20,statewide,Anastasia Yopp,R,3576,37.56%
State Representative 20,statewide,Kate Farrar,WF,265,2.78%
State Representative 21,statewide,Mike Demicco,D,5814,53.34%
State Representative 21,statewide,Joe Capodiferro,R,4793,43.98%
State Representative 21,statewide,Joe Capodiferro,IND,126,1.16%
State Representative 21,statewide,Mike Demicco,WF,166,1.52%
State Representative 22,statewide,Rebecca Martinez,D,4705,46.87%
State Representative 22,statewide,Francis Rexford Cooley,R,5046,50.26%
State Representative 22,statewide,Rebecca Martinez,IND,161,1.60%
State Representative 22,statewide,Rebecca Martinez,WF,127,1.27%
State Representative 23,statewide,J. Colin Heffernan,D,5869,45.30%
State Representative 23,statewide,Devin R. Carney,R,6880,53.10%
State Representative 23,statewide,Devin R. Carney,IND,207,1.60%
State Representative 24,statewide,"Emmanuel ""Manny"" Sanchez",D,3173,60.06%
State Representative 24,statewide,Paul Edwards,R,1931,36.55%
State Representative 24,statewide,"Emmanuel ""Manny"" Sanchez",WF,179,3.39%
State Representative 24,statewide,Alfred P. Mayo,WI,0,0.00%
State Representative 25,statewide,"Robert ""Bobby"" Sanchez",D,2214,71.42%
State Representative 25,statewide,Jerrell Hargraves,R,886,28.58%
State Representative 26,statewide,Peter Tercyak,D,2816,58.33%
State Representative 26,statewide,Joel Moret,R,1843,38.17%
State Representative 26,statewide,Peter Tercyak,WF,169,3.50%
State Representative 27,statewide,Gary Turco,D,5230,56.98%
State Representative 27,statewide,Nancy Cappello,R,3731,40.65%
State Representative 27,statewide,Nancy Cappello,IND,58,0.63%
State Representative 27,statewide,Gary Turco,WF,159,1.73%
State Representative 28,statewide,Amy Morrin Bello,D,5655,52.84%
State Representative 28,statewide,Brianna Timbro,R,4859,45.40%
State Representative 28,statewide,Amy Morrin Bello,WF,189,1.77%
State Representative 29,statewide,Kerry Szeps Wood,D,4936,54.69%
State Representative 29,statewide,Pankaj Prakash,R,4089,45.31%
State Representative 30,statewide,Denise McNair,D,4624,43.90%
State Representative 30,statewide,Donna Veach,R,5780,54.87%
State Representative 30,statewide,Denise McNair,WF,130,1.23%
State Representative 31,statewide,Jill Barry,D,6882,60.37%
State Representative 31,statewide,Gary Giannelli,R,4304,37.76%
State Representative 31,statewide,Jill Barry,IND,213,1.87%
State Representative 32,statewide,Rose Aletta,D,4163,37.95%
State Representative 32,statewide,Christie Carpino,R,6482,59.09%
State Representative 32,statewide,Christie Carpino,IND,170,1.55%
State Representative 32,statewide,Rose Aletta,WF,155,1.41%
State Representative 33,statewide,Brandon Chafee,D,4489,62.77%
State Representative 33,statewide,Quatina Frazer,R,2455,34.33%
State Representative 33,statewide,Brandon Chafee,IND,208,2.91%
State Representative 34,statewide,John Olin,D,5259,45.16%
State Representative 34,statewide,Irene Haines,R,6117,52.52%
State Representative 34,statewide,John Olin,IND,165,1.42%
State Representative 34,statewide,John Olin,WF,105,0.90%
State Representative 35,statewide,Christine Goupil,D,5374,46.89%
State Representative 35,statewide,Chris Aniskovich,R,5841,50.96%
State Representative 35,statewide,Christine Goupil,IND,162,1.41%
State Representative 35,statewide,Hugh Birdsall,G,84,0.73%
State Representative 36,statewide,Christine Palm,D,5432,53.50%
State Representative 36,statewide,Chris Turkington,R,4476,44.09%
State Representative 36,statewide,Christine Palm,IND,145,1.43%
State Representative 36,statewide,Christine Palm,WF,100,0.98%
State Representative 37,statewide,Nick Menapace,D,5657,46.81%
State Representative 37,statewide,Holly H. Cheeseman,R,6134,50.75%
State Representative 37,statewide,Holly H. Cheeseman,IND,161,1.33%
State Representative 37,statewide,Nick Menapace,WF,134,1.11%
State Representative 38,statewide,Nick Gauthier,D,5106,46.32%
State Representative 38,statewide,Kathleen M. McCarty,R,5628,51.05%
State Representative 38,statewide,Nick Gauthier,IND,141,1.28%
State Representative 38,statewide,Nick Gauthier,WF,149,1.35%
State Representative 39,statewide,Anthony Nolan,D,2843,75.55%
State Representative 39,statewide,Karen Paul,R,720,19.13%
State Representative 39,statewide,Anthony Nolan,WF,200,5.31%
State Representative 40,statewide,Christine Conley,D,3969,75.48%
State Representative 40,statewide,Lauren Gauthier,IND,922,17.54%
State Representative 40,statewide,Christine Conley,WF,367,6.98%
State Representative 41,statewide,Aundre Bumgardner,D,6362,60.05%
State Representative 41,statewide,Robert Boris,R,3716,35.08%
State Representative 41,statewide,Robert Boris,IND,125,1.18%
State Representative 41,statewide,Aundre Bumgardner,WF,176,1.66%
State Representative 41,statewide,James Francis Dunigan IV,PC,215,2.03%
State Representative 42,statewide,Keith Denning,D,5514,52.39%
State Representative 42,statewide,Kim Healy,R,4838,45.97%
State Representative 42,statewide,Kim Healy,IND,173,1.64%
State Representative 43,statewide,Ashley Gillece,D,4584,43.36%
State Representative 43,statewide,Gregory S. Howard,R,5738,54.28%
State Representative 43,statewide,Gregory S. Howard,IND,249,2.36%
State Representative 44,statewide,Dave Randall,D,2866,36.24%
State Representative 44,statewide,Anne Dubay Dauphinais,R,4885,61.77%
State Representative 44,statewide,Dave Randall,IND,157,1.99%
State Representative 45,statewide,Kayla Thompson,D,3560,37.08%
State Representative 45,statewide,Brian Lanoue,R,6040,62.92%
State Representative 46,statewide,Derell Q. Wilson,D,2574,54.61%
State Representative 46,statewide,Robert Bell,R,1928,40.91%
State Representative 46,statewide,Robert Bell,IND,95,2.02%
State Representative 46,statewide,Derell Q. Wilson,WF,116,2.46%
State Representative 47,statewide,Dave Nowakowski,D,3774,37.97%
State Representative 47,statewide,Doug Dubitsky,R,5992,60.29%
State Representative 47,statewide,Dave Nowakowski,WF,173,1.74%
State Representative 48,statewide,Christopher Rivers,D,5450,47.52%
State Representative 48,statewide,Mark DeCaprio,R,5876,51.23%
State Representative 48,statewide,Lance Lusignan,IND,143,1.25%
State Representative 49,statewide,Susan Johnson,D,3256,88.19%
State Representative 49,statewide,Susan Johnson,WF,394,10.67%
State Representative 49,statewide,Gregg Marchand,WI,42,1.14%
State Representative 50,statewide,Pat Boyd,D,6055,53.87%
State Representative 50,statewide,Aaron Soucy,R,5186,46.13%
State Representative 51,statewide,Christine Maine,D,2513,34.35%
State Representative 51,statewide,Ricky L. Hayes,R,4673,63.88%
State Representative 51,statewide,Ricky L. Hayes,IND,129,1.76%
State Representative 52,statewide,Gregg Dafoe,D,3960,36.51%
State Representative 52,statewide,Kurt Vail,R,6722,61.98%
State Representative 52,statewide,Kurt Vail,IND,163,1.50%
State Representative 53,statewide,Kenneth Trice,D,4585,42.04%
State Representative 53,statewide,Tammy Nuccio,R,5992,54.94%
State Representative 53,statewide,Tammy Nuccio,IND,166,1.52%
State Representative 53,statewide,Kenneth Trice,WF,163,1.49%
State Representative 54,statewide,Gregg Haddad,D,3574,91.85%
State Representative 54,statewide,Gregg Haddad,WF,317,8.15%
State Representative 55,statewide,Wes Skorski,D,6054,47.46%
State Representative 55,statewide,Steve Weir,R,6703,52.54%
State Representative 56,statewide,Kevin Brown,D,3885,53.68%
State Representative 56,statewide,Jim Tedford,R,3139,43.37%
State Representative 56,statewide,Kevin Brown,IND,95,1.31%
State Representative 56,statewide,Kevin Brown,WF,119,1.64%
State Representative 57,statewide,Jaime Foster,D,4819,48.18%
State Representative 57,statewide,David E. Stavens,R,4886,48.85%
State Representative 57,statewide,Jaime Foster,GFCT,27,0.27%
State Representative 57,statewide,Jaime Foster,IND,117,1.17%
State Representative 57,statewide,Jaime Foster,WF,153,1.53%
State Representative 58,statewide,Tom Arnone,D,3726,51.85%
State Representative 58,statewide,Robert A. Hendrickson,R,3336,46.42%
State Representative 58,statewide,Tom Arnone,WF,124,1.73%
State Representative 59,statewide,Matt Despard,D,4051,44.87%
State Representative 59,statewide,Carol Hall,R,4788,53.03%
State Representative 59,statewide,Matt Despard,IND,110,1.22%
State Representative 59,statewide,Matt Despard,WF,80,0.89%
State Representative 60,statewide,Jane Garibay,D,6106,60.65%
State Representative 60,statewide,Len Walker,R,3667,36.42%
State Representative 60,statewide,Len Walker,IND,104,1.03%
State Representative 60,statewide,Jane Garibay,WF,191,1.90%
State Representative 61,statewide,Jim Irwin,D,4215,39.50%
State Representative 61,statewide,Tami Zawistowski,R,6269,58.75%
State Representative 61,statewide,Tami Zawistowski,IND,186,1.74%
State Representative 62,statewide,Kim Becker,D,5448,44.74%
State Representative 62,statewide,Mark Anderson,R,6570,53.95%
State Representative 62,statewide,Mark Anderson,IND,160,1.31%
State Representative 63,statewide,"Althea ""Candy"" Perez",D,3249,33.45%
State Representative 63,statewide,Jay Case,R,6463,66.55%
State Representative 64,statewide,Maria Horn,D,7139,61.46%
State Representative 64,statewide,Christopher DuPont,R,4182,36.01%
State Representative 64,statewide,Maria Horn,IND,117,1.01%
State Representative 64,statewide,Maria Horn,WF,177,1.52%
State Representative 65,statewide,Michelle Cook,D,4142,100.00%
State Representative 66,statewide,Matt Dyer,D,5522,43.84%
State Representative 66,statewide,Karen Reddington-Hughes,R,6806,54.03%
State Representative 66,statewide,Matt Dyer,IND,131,1.04%
State Representative 66,statewide,Matt Dyer,WF,138,1.10%
State Representative 67,statewide,Alexandra Thomas,D,3519,38.07%
State Representative 67,statewide,William Buckbee,R,5514,59.66%
State Representative 67,statewide,William Buckbee,IND,210,2.27%
State Representative 68,statewide,Joe Polletta,R,7623,94.16%
State Representative 68,statewide,Joe Polletta,IND,473,5.84%
State Representative 69,statewide,Cindy Harrison,R,7307,100.00%
State Representative 70,statewide,Jeff Litke,D,3269,43.75%
State Representative 70,statewide,Seth Bronko,R,4203,56.25%
State Representative 71,statewide,William J. Pizzuto,R,5310,100.00%
State Representative 72,statewide,Larry B. Butler,D,2145,66.04%
State Representative 72,statewide,"Vernon Matthews, Jr.",R,1013,31.19%
State Representative 72,statewide,Larry B. Butler,IND,90,2.77%
State Representative 73,statewide,"Ronald A. Napoli, Jr.",D,3227,61.61%
State Representative 73,statewide,Abigail Diaz Pizarro,R,1820,34.75%
State Representative 73,statewide,Abigail Diaz Pizarro,IND,66,1.26%
State Representative 73,statewide,"Ronald A. Napoli, Jr.",WF,125,2.39%
State Representative 74,statewide,Michael DiGiovancarlo,D,3185,100.00%
State Representative 75,statewide,"Geraldo C. Reyes, Jr.",D,1682,100.00%
State Representative 76,statewide,Sharon Farmer,D,3972,33.36%
State Representative 76,statewide,John Piscopo,R,7935,66.64%
State Representative 77,statewide,Andrew Rasmussen-Tuller,D,4210,45.59%
State Representative 77,statewide,Cara C. Pavalock-D'Amato,R,4800,51.98%
State Representative 77,statewide,Cara C. Pavalock-D'Amato,IND,116,1.26%
State Representative 77,statewide,Andrew Rasmussen-Tuller,WF,109,1.18%
State Representative 78,statewide,Joe Hoxha,R,6317,100.00%
State Representative 79,statewide,Mary B. Fortier,D,3269,49.51%
State Representative 79,statewide,Jennifer Van Gorder,R,3178,48.13%
State Representative 79,statewide,Mary B. Fortier,IND,85,1.29%
State Representative 79,statewide,Mary B. Fortier,WF,71,1.08%
State Representative 80,statewide,Gale Mastrofrancesco,R,8278,100.00%
State Representative 81,statewide,Christopher J. Poulos,D,5303,50.03%
State Representative 81,statewide,Tony Morrison,R,5175,48.82%
State Representative 81,statewide,Tony Morrison,IND,122,1.15%
State Representative 82,statewide,Michael D. Quinn,D,4252,89.99%
State Representative 82,statewide,Michael D. Quinn,WF,473,10.01%
State Representative 83,statewide,"Jonathan ""Jack"" Fazzino",D,4818,48.87%
State Representative 83,statewide,Lou Arata,R,4766,48.35%
State Representative 83,statewide,Lou Arata,IND,106,1.08%
State Representative 83,statewide,"Jonathan ""Jack"" Fazzino",WF,168,1.70%
State Representative 84,statewide,Hilda E. Santiago,D,2392,100.00%
State Representative 85,statewide,Mary M. Mushinsky,D,4531,52.15%
State Representative 85,statewide,Kerry Lentz,R,3938,45.32%
State Representative 85,statewide,Mary M. Mushinsky,WF,220,2.53%
State Representative 86,statewide,Vincent J. Candelora,R,7548,100.00%
State Representative 87,statewide,David Yaccarino,R,8033,90.88%
State Representative 87,statewide,David Yaccarino,IND,806,9.12%
State Representative 88,statewide,Joshua Elliott,D,4955,63.12%
State Representative 88,statewide,Michael Pace,R,2666,33.96%
State Representative 88,statewide,Joshua Elliott,WF,229,2.92%
State Representative 89,statewide,Kevin J. O'Leary,D,4232,36.95%
State Representative 89,statewide,Lezlye Zupkus,R,7056,61.60%
State Representative 89,statewide,Lezlye Zupkus,IND,166,1.45%
State Representative 90,statewide,Rebecca Hyland,D,4777,43.00%
State Representative 90,statewide,Craig C. Fishbein,R,6020,54.19%
State Representative 90,statewide,Craig C. Fishbein,IND,146,1.31%
State Representative 90,statewide,Rebecca Hyland,WF,167,1.50%
State Representative 91,statewide,Michael C. D'Agostino,D,5904,100.00%
State Representative 92,statewide,Patricia Dillon,D,3973,88.29%
State Representative 92,statewide,Patricia Dillon,WF,303,6.73%
State Representative 92,statewide,Lesley Heffel McGuirk,PC,224,4.98%
State Representative 93,statewide,Toni E. Walker,D,2563,90.95%
State Representative 93,statewide,Percy Sanders,R,255,9.05%
State Representative 94,statewide,Robyn A. Porter,D,2408,100.00%
State Representative 95,statewide,Juan Candelaria,D,1658,100.00%
State Representative 96,statewide,Roland J. Lemar,D,3885,88.44%
State Representative 96,statewide,"Eric M. Mastroianni, Sr.",R,457,10.40%
State Representative 96,statewide,"Eric M. Mastroianni, Sr.",IND,51,1.16%
State Representative 97,statewide,"Alphonse Paolillo, Jr.",D,3238,74.15%
State Representative 97,statewide,Anthony Acri,R,1075,24.62%
State Representative 97,statewide,Anthony Acri,IND,54,1.24%
State Representative 98,statewide,Moira M. Rader,D,7698,61.10%
State Representative 98,statewide,Rich DiNardo,R,4694,37.26%
State Representative 98,statewide,Moira M. Rader,WF,207,1.64%
State Representative 99,statewide,Joe Zullo,R,5450,100.00%
State Representative 100,statewide,Quentin S. Williams,D,5291,89.97%
State Representative 100,statewide,Quentin S. Williams,WF,590,10.03%
State Representative 101,statewide,John-Michael Parker,D,6688,53.20%
State Representative 101,statewide,John A. Rasimas,R,5589,44.46%
State Representative 101,statewide,John-Michael Parker,IND,162,1.29%
State Representative 101,statewide,John-Michael Parker,WF,132,1.05%
State Representative 102,statewide,Robin Comey,D,5800,54.94%
State Representative 102,statewide,Ray Ingraham,R,4484,42.47%
State Representative 102,statewide,Ray Ingraham,IND,82,0.78%
State Representative 102,statewide,Robin Comey,WF,191,1.81%
State Representative 103,statewide,Liz Linehan,D,6397,57.30%
State Representative 103,statewide,Randy Raines,R,4524,40.52%
State Representative 103,statewide,Liz Linehan,IND,243,2.18%
State Representative 104,statewide,Kara Rochelle,D,3185,49.82%
State Representative 104,statewide,Josh Shuart,R,3022,47.27%
State Representative 104,statewide,Kara Rochelle,IND,99,1.55%
State Representative 104,statewide,Kara Rochelle,WF,87,1.36%
State Representative 105,statewide,Nicole Klarides-Ditria,R,7000,100.00%
State Representative 106,statewide,Mitch Bolinsky,R,7632,100.00%
State Representative 107,statewide,Phoebe Holmes,D,4835,44.35%
State Representative 107,statewide,Martin Foncello,R,5883,53.96%
State Representative 107,statewide,Phoebe Holmes,WF,184,1.69%
State Representative 108,statewide,Jeff Ginsburg,D,4357,42.17%
State Representative 108,statewide,Patrick Callahan,R,5976,57.83%
State Representative 109,statewide,Farley Santos,D,2998,53.48%
State Representative 109,statewide,Jesy Fernandez,R,2487,44.36%
State Representative 109,statewide,Farley Santos,IND,121,2.16%
State Representative 110,statewide,Bob Godfrey,D,2090,62.15%
State Representative 110,statewide,Eric Gleissner,R,1273,37.85%
State Representative 111,statewide,Aimee Berger-Girvalo,D,6179,55.20%
State Representative 111,statewide,Bob Hebert,R,4824,43.10%
State Representative 111,statewide,Bob Hebert,IND,190,1.70%
State Representative 112,statewide,Sheila Papps,D,4484,40.09%
State Representative 112,statewide,Tony Scott,R,6700,59.91%
State Representative 113,statewide,Jason Perillo,R,7089,100.00%
State Representative 114,statewide,Mary Welander,D,5664,55.37%
State Representative 114,statewide,Daniel Cowan,R,4319,42.22%
State Representative 114,statewide,Mary Welander,IND,132,1.29%
State Representative 114,statewide,Mary Welander,WF,115,1.12%
State Representative 115,statewide,Dorinda Borer,D,4006,100.00%
State Representative 116,statewide,Trenee McGree,D,2513,68.01%
State Representative 116,statewide,Aaron Haley,R,1084,29.34%
State Representative 116,statewide,Shawn A. Brown,IND,98,2.65%
State Representative 117,statewide,Charles Ferraro,R,6423,73.99%
State Representative 117,statewide,Charles Ferraro,IND,425,4.90%
